"quantitySum","d","side"
"31880.363156999865","2020-09-14 00:00:00","sell"
"29744.087276999835","2020-09-15 00:00:00","sell"
"31857.363130999845","2020-09-16 00:00:00","sell"
"27022.401723999876","2020-09-17 00:00:00","sell"
"23044.91988599991","2020-09-18 00:00:00","sell"
"19923.05926699995","2020-09-19 00:00:00","sell"
"19437.694362999915","2020-09-20 00:00:00","sell"
"31461.224380999876","2020-09-21 00:00:00","sell"
"19714.21525999983","2020-09-22 00:00:00","sell"
"22852.126450999935","2020-09-23 00:00:00","sell"
"25723.753607999806","2020-09-24 00:00:00","sell"
"21579.725088999898","2020-09-25 00:00:00","sell"
"13122.05088099995","2020-09-26 00:00:00","sell"
"13877.246038999938","2020-09-27 00:00:00","sell"
"22987.81928199992","2020-09-28 00:00:00","sell"
"18237.514212999886","2020-09-29 00:00:00","sell"
"17172.9440639999","2020-09-30 00:00:00","sell"
"26114.765871999836","2020-10-01 00:00:00","sell"
"22178.881478999832","2020-10-02 00:00:00","sell"
"9822.660748999948","2020-10-03 00:00:00","sell"
"11111.097891999947","2020-10-04 00:00:00","sell"
"14252.483726999923","2020-10-05 00:00:00","sell"
"21235.602378999825","2020-10-06 00:00:00","sell"
"14480.228473999896","2020-10-07 00:00:00","sell"
"25330.56064999981","2020-10-08 00:00:00","sell"
"25658.63139599982","2020-10-09 00:00:00","sell"
"22805.988550999766","2020-10-10 00:00:00","sell"
"14470.44426899987","2020-10-11 00:00:00","sell"
"26865.929320999796","2020-10-12 00:00:00","sell"
"19346.15860499989","2020-10-13 00:00:00","sell"
"19068.437319999903","2020-10-14 00:00:00","sell"
